device_id,manufacturer,model,ml_risk_level,priority_score,vulnerability_count,max_cvss_score,remediation_time_hours,skill_level_required,downtime_minutes,has_ai_recommendations,nist_controls,cis_controls,manufacturer_support
CCTV-00958,Vivotek,FD9389-EHTV,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00959,Dahua,IPC-HFW2431T,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00960,Dahua,IPC-HDW1431S,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00961,Uniview,IPC532E-DL-IN,Critical,81.4,2,8.8,1.0,Advanced,35,False,"PR.PT-1, DE.CM-4, PR.DS-6, PR.AC-3","CSC 14.6, CSC 18.5, CSC 16.7, CSC 18.9",https://www.uniview.com/Support/
CCTV-00962,Axis,M2026-LE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00963,Hanwha,XRN-2011,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00964,Axis,M3067-P,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00965,Hikvision,DS-2CD2385G1,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00966,Vivotek,IB9389-EHT,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.vivotek.com/support/
CCTV-00967,Hanwha,PNF-9010R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00968,Uniview,IPC2124SR3-PF40,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.uniview.com/Support/
CCTV-00969,CP Plus,CP-PLUS-16CH-DVR,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00970,Axis,M3045-V,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00972,Axis,P3719-PLE,Critical,76.4,2,8.8,0.9099999999999999,Advanced,25,False,"PR.DS-6, PR.DS-1, DE.CM-4, PR.DS-2","CSC 3.10, CSC 14.8, CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-00973,Uniview,IPC672LR-AF60-B,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00974,Hanwha,QNV-7080R,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.hanwhavision.com/support/
CCTV-00975,Vivotek,IZ9361-EH,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.vivotek.com/support/
CCTV-00976,Hanwha,PNM-9084RQZ,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00977,CP Plus,CP-USC-TA13L2,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00978,Hanwha,QND-7082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00979,CP Plus,CP-E24A,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00980,Hanwha,XNV-8082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00981,Uniview,IPC672LR-AX4DUPK,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00982,Hikvision,DS-7616NI-Q2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00983,Uniview,IPC672LR-AF60-B,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.uniview.com/Support/
CCTV-00984,Uniview,IPC2124SR3-PF40,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.uniview.com/Support/
CCTV-00985,Uniview,IPC2328SBR3-DPZ,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-00986,Uniview,NVR304-32E-B,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.uniview.com/Support/
CCTV-00987,Dahua,NVR4104HS,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00988,Hanwha,PNM-9084RQZ,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00989,Dahua,IPC-HDW1431S,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00990,Hanwha,XND-6085V,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00991,Uniview,IPC672LR-AF60-B,Critical,89.7,2,9.9,0.75,Advanced,25,False,"PR.AC-7, PR.AC-1, PR.IP-1, PR.AC-4","CSC 4.1, CSC 18.3, CSC 16.10, CSC 5.2",https://www.uniview.com/Support/
CCTV-00992,Uniview,IPC2328SBR3-DPZ,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.uniview.com/Support/
CCTV-00993,Dahua,IPC-HFW1230S,Critical,81.4,2,8.8,1.0,Advanced,35,False,"PR.PT-1, DE.CM-4, PR.DS-6, PR.AC-3","CSC 14.6, CSC 18.5, CSC 16.7, CSC 18.9",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00994,Hanwha,PNF-9010R,Critical,82.3,2,9.1,1.33,Advanced,50,False,"DE.CM-4, PR.DS-6, PR.MA-1, PR.IP-1","CSC 18.9, CSC 18.3, CSC 16.7, CSC 7.1",https://www.hanwhavision.com/support/
CCTV-00995,Hanwha,XNV-8082R,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00996,Axis,P1455-LE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00997,Uniview,IPC532E-DL-IN,Critical,89.4,3,9.8,1.25,Advanced,45,False,"PR.PT-1, PR.AC-1, PR.AC-7, PR.MA-1, PR.IP-1","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 18.3",https://www.uniview.com/Support/
CCTV-00998,CP Plus,CP-USC-TA13L2,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00999,CP Plus,CP-EAC-T24PL2,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.cpplus.com.sg/support/
CCTV-01000,Vivotek,IB9389-EHT,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-01001,Dahua,IPC-HFW1230S,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01002,Hikvision,DS-2CD1623G,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01003,Hanwha,QND-7082R,Critical,99.4,4,9.8,1.83,Advanced,65,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.MA-1","CSC 4.1, CSC 18.9, CSC 14.6, CSC 7.1, CSC 18.5",https://www.hanwhavision.com/support/
CCTV-01004,Hanwha,XNP-6320H,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.hanwhavision.com/support/
CCTV-01005,Vivotek,IZ9361-EH,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-01006,Hanwha,QND-7082R,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-01008,Dahua,IPC-HFW2431T,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01009,Axis,P3265-LVE,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-01010,CP Plus,CP-UNC-TA21L3,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.cpplus.com.sg/support/
CCTV-01012,CP Plus,CP-E24A,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-01013,Hanwha,XNV-8082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01014,Dahua,IPC-HFW1230S,Critical,89.4,4,9.8,1.58,Advanced,50,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01015,CP Plus,CP-UNC-DA41L3,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-01016,Axis,P1455-LE,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.axis.com/support/cybersecurity
CCTV-01017,Uniview,IPC6252SR-X5UG,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-01018,Vivotek,FD9389-EHTV,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-01019,Uniview,IPC2124SR3-PF40,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-01020,Dahua,IPC-HFW5831E,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01021,Dahua,DHI-XVR1B04,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01022,Vivotek,FE8182,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-01023,Dahua,IPC-HFW2431T,Critical,89.4,4,9.8,1.58,Advanced,50,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01024,Axis,P3265-LVE,Critical,77.3,3,9.1,1.5,Advanced,50,False,"PR.PT-1, PR.DS-1, PR.DS-2, PR.MA-1, PR.IP-1","CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10, CSC 18.3",https://www.axis.com/support/cybersecurity
CCTV-01025,Dahua,IPC-HDW1431S,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01026,Axis,M2026-LE,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.axis.com/support/cybersecurity
CCTV-01027,Hanwha,QNV-7080R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01028,Axis,Q1615-E,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.axis.com/support/cybersecurity
CCTV-01029,Axis,P3265-LVE,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-01030,CP Plus,CP-VAC-D20L2,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-01031,Vivotek,SD9364-EHL,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.vivotek.com/support/
CCTV-01032,Hanwha,XNV-8082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01033,CP Plus,CP-PLUS-16CH-DVR,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.cpplus.com.sg/support/
CCTV-01034,Dahua,IPC-HFW5831E,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01035,Vivotek,IB9389-EHT,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-01036,Uniview,IPC672LR-AX4DUPK,Critical,68.4,2,7.8,0.75,Intermediate,20,False,"PR.PT-1, PR.DS-1, PR.AC-3, PR.DS-2","CSC 14.6, CSC 3.10, CSC 18.5, CSC 14.8",https://www.uniview.com/Support/
CCTV-01038,Uniview,IPC322LR3-VSPF40,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-01039,Hikvision,DS-2CD2043G,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01040,CP Plus,CP-E24A,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-01041,Axis,P3265-LVE,Critical,68.4,2,7.8,0.75,Intermediate,20,False,"PR.PT-1, PR.DS-1, PR.AC-3, PR.DS-2","CSC 14.6, CSC 3.10, CSC 18.5, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-01042,CP Plus,CP-PLUS-16CH-DVR,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.cpplus.com.sg/support/
CCTV-01043,Dahua,NVR4104HS,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01044,Hanwha,QNV-7080R,Critical,99.4,5,9.8,2.16,Advanced,70,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 18.9, CSC 14.6, CSC 7.1, CSC 18.5",https://www.hanwhavision.com/support/
CCTV-01046,Uniview,IPC672LR-AF60-B,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-01048,CP Plus,CP-UVR-0401E1,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-01049,CP Plus,CP-UVR-0401E1,Critical,89.4,4,9.8,1.58,Advanced,50,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10",https://www.cpplus.com.sg/support/
CCTV-01051,CP Plus,CP-EAC-T24PL2,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-01052,Hanwha,XNP-6320H,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01053,Axis,M3116-LVE,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-01054,Vivotek,ND9541P,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-01055,Hikvision,DS-7608NI-I2,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hikvision.com/en/support/cybersecurity/
CCTV-01056,Dahua,SD22204UE-GN,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.dahuasecurity.com/support/cybersecurity
CCTV-01057,Hanwha,PNM-9084RQZ,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01058,Axis,F34,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-01059,Vivotek,FD9389-EHTV,Critical,77.3,3,9.1,1.5,Advanced,50,False,"PR.PT-1, PR.DS-1, PR.DS-2, PR.MA-1, PR.IP-1","CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10, CSC 18.3",https://www.vivotek.com/support/
CCTV-01061,Hanwha,XRN-2011,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-01062,Dahua,DHI-XVR1B04,Critical,94.4,3,9.8,1.08,Advanced,35,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.DS-6","CSC 5.2, CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01064,Hanwha,XND-6085V,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-01065,Dahua,NVR5208-8P,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01066,Hanwha,PNF-9010R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-01067,Hanwha,XNP-6320H,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-01068,Hikvision,DS-2CD2143G,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hikvision.com/en/support/cybersecurity/
CCTV-01069,Axis,P3719-PLE,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-01071,Hanwha,XRN-2011,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01072,Hikvision,DS-2CD2085FWD,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01073,Hikvision,DS-2CD1623G,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01074,CP Plus,CP-VAC-D20L2,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-01075,Vivotek,IB9389-EHT,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.vivotek.com/support/
CCTV-01076,Hikvision,DS-7616NI-Q2,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01077,Hikvision,DS-7608NI-I2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01078,Hanwha,PNF-9010R,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.hanwhavision.com/support/
CCTV-01079,Uniview,IPC672LR-AF60-B,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.uniview.com/Support/
CCTV-01080,CP Plus,CP-VAC-D20L2,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-01081,Dahua,IPC-HDBW2831R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01082,Uniview,IPC532E-DL-IN,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.uniview.com/Support/
CCTV-01083,Hikvision,DS-2CD1023G,Critical,94.4,4,9.8,1.7400000000000002,Advanced,55,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 18.9, CSC 7.1, CSC 16.7, CSC 3.10",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01084,Vivotek,IZ9361-EH,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-01085,Hanwha,QNO-8080R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-01086,Hikvision,DS-2CD1023G,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01087,Dahua,NVR5208-8P,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-01088,Vivotek,IZ9361-EH,Critical,76.4,2,8.8,0.9099999999999999,Advanced,25,False,"PR.DS-6, PR.DS-1, DE.CM-4, PR.DS-2","CSC 3.10, CSC 14.8, CSC 16.7, CSC 18.9",https://www.vivotek.com/support/
CCTV-01089,Hikvision,DS-2CD2385G1,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-01090,Vivotek,IZ9361-EH,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-01091,Uniview,NVR304-32E-B,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-01092,Vivotek,ND9541P,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
