device_id,device_type,manufacturer,model,firmware_version,firmware_year,firmware_age_years,ip_address,default_credentials,authentication,encryption,rtsp_enabled,rtsp_auth_required,open_ports,open_ports_count,upnp_enabled,internet_facing,behind_firewall,cloud_service,ssl_certificate_valid,password_complexity,failed_login_attempts,vulnerability_count,vulnerabilities,max_cvss_score,avg_cvss_score,exploit_difficulty,total_exploit_steps,risk_score,risk_level,risk_numeric
CCTV-00907,IP Camera,Axis,P1455-LE,V17.6.7,2017,9,60.210.58.4,0,basic,strong,1,1,"80,443,554",3,1,1,0,1,1,high,37,2,Outdated Firmware | Path Traversal,9.8,8.8,6.0,12,139.0,Critical,3
CCTV-00908,IP Camera,Uniview,IPC6252SR-X5UG,V16.1.55,2016,10,187.106.128.155,1,no-auth,none,1,0,"80,443,8000",3,1,0,1,0,0,low,92,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.7,5.2,26,227.0,Critical,3
CCTV-00909,IP Camera,CP Plus,CP-VAC-D20L2,V19.0.35,2019,7,53.146.112.114,0,no-auth,weak,0,1,"443,8080",2,1,0,1,1,0,none,144,4,Outdated Firmware | Weak Encryption | SQL Injection | Path Traversal,9.8,8.22,6.75,27,163.0,Critical,3
CCTV-00910,IP Camera,CP Plus,CP-UVR-0401E1,V21.1.98,2021,5,45.214.21.72,1,strong,strong,0,1,"443,554,8080",3,1,1,0,0,0,low,137,3,Default Credentials | Outdated Firmware | Path Traversal,9.8,9.13,5.67,17,172.0,Critical,3
CCTV-00911,IP Camera,Uniview,IPC672LR-AF60-B,V16.8.55,2016,10,92.8.16.149,0,basic,none,0,1,"80,8000",2,1,0,1,1,0,none,68,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,137.0,Critical,3
CCTV-00912,IP Camera,Hanwha,XNV-8082R,V18.1.33,2018,8,176.179.212.66,0,strong,weak,1,1,"80,443,4520",3,1,1,1,0,0,medium,101,3,Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.47,9.33,28,141.0,Critical,3
CCTV-00913,IP Camera,Axis,P3265-LVE,V15.6.96,2015,11,188.85.56.3,1,no-auth,none,0,1,"443,554",2,0,0,1,1,1,none,146,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,202.0,Critical,3
CCTV-00914,IP Camera,Hanwha,QNV-7080R,V16.0.89,2016,10,64.13.202.124,0,no-auth,none,1,0,"443,554",2,0,1,0,1,1,low,113,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,184.0,Critical,3
CCTV-00915,IP Camera,Uniview,IPC672LR-AF60-B,V19.0.51,2019,7,125.220.168.56,1,no-auth,none,1,0,"554,8000",2,1,0,1,1,0,medium,71,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,203.0,Critical,3
CCTV-00916,IP Camera,Vivotek,FE8182,V19.0.49,2019,7,156.70.71.213,0,basic,weak,1,1,"443,8080",2,1,0,1,0,0,medium,5,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,113.0,Critical,3
CCTV-00917,IP Camera,Hikvision,DS-2CD2385G1,V15.8.54,2015,11,55.41.81.126,1,no-auth,none,1,0,"80,443,554,8000,8080",5,0,1,0,0,0,low,3,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,232.0,Critical,3
CCTV-00918,IP Camera,Hikvision,DS-2CD2T85G1,V15.5.98,2015,11,147.120.44.173,1,no-auth,weak,1,0,"443,8080",2,0,0,1,1,1,none,74,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.76,7.2,36,202.0,Critical,3
CCTV-00919,IP Camera,Hanwha,XNV-8082R,V24.4.87,2024,2,165.83.139.60,0,basic,strong,1,1,"80,443,554,4520",4,0,0,1,1,1,none,48,0,None,0.0,0.0,0.0,0,6.0,Low,0
CCTV-00920,IP Camera,Vivotek,IZ9361-EH,V20.4.84,2020,6,175.26.52.98,0,no-auth,weak,0,1,"80,443,554,8080",4,1,0,1,0,1,medium,69,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,125.0,Critical,3
CCTV-00921,IP Camera,Uniview,IPC6252SR-X5UG,V22.9.92,2022,4,124.24.104.8,0,no-auth,weak,1,0,"443,554",2,0,0,1,1,1,low,39,4,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.43,6.25,25,141.0,Critical,3
CCTV-00922,IP Camera,Vivotek,IZ9361-EH,V15.1.58,2015,11,178.173.94.165,1,basic,weak,0,1,"80,443,554,8080",4,0,0,1,1,0,low,4,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,157.0,Critical,3
CCTV-00923,IP Camera,Uniview,IPC672LR-AF60-B,V19.1.9,2019,7,24.89.215.50,1,strong,none,0,1,"80,443,554,8000",4,1,0,1,1,0,low,4,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,183.0,Critical,3
CCTV-00924,IP Camera,Uniview,IPC6252SR-X5UG,V16.3.41,2016,10,114.9.46.241,0,basic,none,1,1,"80,443,8000",3,1,0,1,0,1,low,36,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,132.0,Critical,3
CCTV-00925,NVR,Dahua,NVR4104HS,V17.3.1,2017,9,20.180.181.57,1,no-auth,none,1,0,"8000,37777",2,1,0,1,1,1,low,62,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow,9.8,8.96,6.6,33,219.0,Critical,3
CCTV-00926,IP Camera,Uniview,IPC2328SBR3-DPZ,V16.1.89,2016,10,142.189.141.241,1,basic,weak,0,1,"80,443,554,8000",4,0,1,0,0,0,low,145,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,179.0,Critical,3
CCTV-00927,IP Camera,Uniview,IPC2328SBR3-DPZ,V17.3.16,2017,9,164.198.94.43,1,strong,weak,1,1,"80,443,554,8000",4,1,0,1,1,0,none,44,4,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.8,8.25,33,174.0,Critical,3
CCTV-00928,IP Camera,Axis,P3719-PLE,V19.0.49,2019,7,150.126.110.83,0,strong,weak,0,1,"80,443,554",3,1,0,1,0,0,medium,39,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,113.0,Critical,3
CCTV-00929,IP Camera,Hanwha,QNV-7080R,V20.6.71,2020,6,34.167.102.155,0,basic,weak,1,1,"80,443,4520",3,1,0,1,0,1,high,64,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,105.0,Critical,3
CCTV-00930,IP Camera,Vivotek,IB8382-T,V25.9.10,2025,1,88.116.17.223,1,strong,strong,1,1,"443,554",2,1,0,1,0,1,medium,37,1,Default Credentials,9.8,9.8,5.0,5,100.0,Critical,3
CCTV-00931,NVR,CP Plus,CP-PLUS-16CH-DVR,V15.4.15,2015,11,191.77.28.133,1,no-auth,none,1,0,"80,443,554,8080,9000",5,0,0,1,1,1,low,34,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow,9.8,8.96,6.6,33,217.0,Critical,3
CCTV-00932,NVR,Dahua,NVR4104HS,V17.3.3,2017,9,104.205.67.226,1,basic,weak,1,1,"443,554",2,1,0,1,0,1,high,139,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,169.0,Critical,3
CCTV-00933,IP Camera,Hikvision,DS-2CD2143G,V18.5.31,2018,8,91.115.37.169,1,strong,none,1,1,"80,443,554,8000,8080",5,0,0,1,1,1,low,125,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,158.0,Critical,3
CCTV-00934,IP Camera,Dahua,IPC-HFW5831E,V19.5.51,2019,7,95.36.101.133,1,strong,weak,1,1,"80,8000,37777",3,1,0,1,1,0,high,45,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,168.0,Critical,3
CCTV-00935,IP Camera,Axis,M3116-LVE,V16.0.24,2016,10,67.161.33.237,1,basic,weak,0,1,"80,443,554",3,0,0,1,0,1,low,136,4,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.8,8.25,33,164.0,Critical,3
CCTV-00936,IP Camera,Hikvision,DS-2CD2385G1,V17.1.99,2017,9,164.37.181.131,1,strong,weak,1,1,"80,443,554,8080",4,0,1,1,1,0,none,98,4,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.8,8.25,33,176.0,Critical,3
CCTV-00937,IP Camera,Hikvision,DS-7608NI-I2,V17.1.93,2017,9,13.159.163.229,1,strong,none,1,1,"443,554,8000,8080",4,1,1,1,0,0,none,121,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,199.0,Critical,3
CCTV-00938,IP Camera,CP Plus,CP-UNC-DA41L3,V18.0.97,2018,8,185.142.10.169,1,no-auth,none,1,0,"80,443",2,1,1,0,0,1,low,10,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,226.0,Critical,3
CCTV-00939,IP Camera,Axis,F34,V18.2.50,2018,8,86.134.10.129,0,no-auth,weak,0,1,"80,443,554",3,0,0,1,0,1,none,51,3,Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.47,9.33,28,138.0,Critical,3
CCTV-00940,IP Camera,Vivotek,IB9389-EHT,V20.6.62,2020,6,187.144.113.21,1,basic,weak,1,1,"80,443",2,0,0,1,0,0,medium,138,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,142.0,Critical,3
CCTV-00941,IP Camera,Hikvision,DS-2CD1023G,V19.2.49,2019,7,126.81.75.5,1,strong,none,1,1,"554,8000",2,0,1,0,1,0,low,8,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,185.0,Critical,3
CCTV-00942,IP Camera,CP Plus,CP-EAC-T24PL2,V19.7.86,2019,7,28.173.124.148,1,basic,weak,0,1,"80,443,554,8080",4,0,0,1,0,1,low,74,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,140.0,Critical,3
CCTV-00943,IP Camera,CP Plus,CP-E24A,V22.7.49,2022,4,11.110.198.133,0,strong,weak,1,1,"80,443,554,8080,9000",5,0,1,1,1,1,high,142,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,101.0,Critical,3
CCTV-00944,IP Camera,Axis,M3045-V,V17.0.50,2017,9,161.60.84.16,1,basic,weak,0,1,"80,443,554",3,1,0,1,1,0,none,150,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,159.0,Critical,3
CCTV-00945,IP Camera,Hanwha,XNV-8082R,V19.2.46,2019,7,146.220.22.35,1,no-auth,weak,0,1,"443,554,4520",3,1,0,1,1,0,high,47,4,Default Credentials | Outdated Firmware | Weak Encryption | SQL Injection,9.8,8.73,6.75,27,188.0,Critical,3
CCTV-00946,IP Camera,Hanwha,XND-6085V,V17.7.37,2017,9,171.61.199.90,0,basic,weak,1,1,"80,443",2,1,0,1,0,0,low,84,3,Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.47,9.33,28,134.0,Critical,3
CCTV-00947,IP Camera,Uniview,IPC532E-DL-IN,V18.4.36,2018,8,45.158.216.8,0,basic,weak,0,1,"80,443,554,8000",4,1,0,1,1,0,high,60,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,116.0,Critical,3
CCTV-00948,IP Camera,Axis,M3045-V,V16.2.96,2016,10,144.225.31.96,0,no-auth,strong,1,0,"443,554",2,1,1,1,1,1,low,23,4,Outdated Firmware | Exposed RTSP Stream | SQL Injection | Path Traversal,9.8,8.75,5.25,21,177.0,Critical,3
CCTV-00949,IP Camera,Dahua,IPC-HDW1431S,V16.1.26,2016,10,144.203.222.247,1,basic,weak,1,1,"80,443,554,8000,37777",5,1,1,0,0,0,medium,31,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,187.0,Critical,3
CCTV-00950,IP Camera,Uniview,IPC6252SR-X5UG,V22.6.74,2022,4,105.239.25.198,1,basic,none,1,1,"443,8000",2,0,0,1,1,1,high,140,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,146.0,Critical,3
CCTV-00951,NVR,Dahua,NVR4104HS,V26.7.60,2026,0,184.68.107.145,0,strong,strong,0,1,"443,37777",2,1,1,1,0,1,medium,36,0,None,0.0,0.0,0.0,0,18.0,Low,0
CCTV-00952,IP Camera,Hanwha,PNF-9010R,V16.0.23,2016,10,44.122.93.6,0,no-auth,weak,0,1,"80,443,4520",3,1,0,1,1,0,low,40,4,Outdated Firmware | Weak Encryption | SQL Injection | Path Traversal,9.8,8.22,6.75,27,172.0,Critical,3
CCTV-00953,IP Camera,Vivotek,FD9389-EHTV,V16.0.8,2016,10,182.247.169.210,1,basic,none,1,1,"80,554,8080",3,0,0,1,0,1,high,38,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,179.0,Critical,3
CCTV-00954,IP Camera,CP Plus,CP-UNC-DA41L3,V17.4.88,2017,9,170.77.65.127,1,no-auth,strong,0,1,"80,443,554,8080",4,1,0,1,1,0,low,62,3,Default Credentials | Outdated Firmware | Buffer Overflow,9.8,9.57,8.0,24,179.0,Critical,3
CCTV-00955,IP Camera,Axis,P3265-LVE,V18.3.9,2018,8,169.155.69.162,0,no-auth,none,1,0,"80,443,554",3,1,0,1,0,1,low,13,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.68,5.5,22,176.0,Critical,3
CCTV-00956,IP Camera,CP Plus,CP-UNC-DA41L3,V20.0.81,2020,6,10.220.81.4,1,basic,weak,1,1,"80,443,554,8080,9000",5,0,0,1,1,1,low,35,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,137.0,Critical,3
CCTV-00957,IP Camera,Hanwha,XNP-6320H,V16.6.24,2016,10,156.248.142.216,0,no-auth,weak,0,1,"80,443,554",3,1,0,1,1,1,low,150,3,Outdated Firmware | Weak Encryption | SQL Injection,9.8,8.37,7.33,22,152.0,Critical,3
CCTV-00958,IP Camera,Vivotek,FD9389-EHTV,V16.8.54,2016,10,161.131.195.26,1,no-auth,none,0,1,"554,8080",2,0,0,1,0,1,low,111,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,199.0,Critical,3
CCTV-00959,IP Camera,Dahua,IPC-HFW2431T,V15.8.74,2015,11,59.155.254.77,1,no-auth,none,1,0,"443,554",2,1,1,1,1,1,low,115,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.7,5.2,26,235.0,Critical,3
CCTV-00960,IP Camera,Dahua,IPC-HDW1431S,V17.7.95,2017,9,29.102.130.148,1,basic,none,0,1,"443,8000,37777",3,1,1,1,0,0,none,74,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,184.0,Critical,3
CCTV-00961,IP Camera,Uniview,IPC532E-DL-IN,V17.7.95,2017,9,168.227.78.52,0,no-auth,none,0,1,"80,554,8000",3,1,0,1,0,0,none,99,4,Outdated Firmware | No Encryption | SQL Injection | Path Traversal,9.8,8.48,6.0,24,184.0,Critical,3
CCTV-00962,IP Camera,Axis,M2026-LE,V15.8.7,2015,11,143.204.165.84,0,basic,strong,1,1,"80,443",2,1,0,1,0,0,high,104,1,Outdated Firmware,9.8,9.8,7.0,7,110.0,Critical,3
CCTV-00963,IP Camera,Hanwha,XRN-2011,V22.5.12,2022,4,84.29.182.19,0,strong,weak,1,1,"80,443",2,0,0,1,1,1,high,135,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,91.0,Critical,3
CCTV-00964,IP Camera,Axis,M3067-P,V17.5.13,2017,9,91.240.21.187,1,no-auth,none,1,0,"80,443,554",3,0,0,1,0,1,high,136,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow,9.8,8.96,6.6,33,211.0,Critical,3
CCTV-00965,IP Camera,Hikvision,DS-2CD2385G1,V15.3.52,2015,11,27.108.137.172,1,no-auth,weak,0,1,"80,8000,8080",3,1,1,0,0,1,low,136,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,205.0,Critical,3
CCTV-00966,IP Camera,Vivotek,IB9389-EHT,V19.6.81,2019,7,20.237.104.91,1,no-auth,none,0,1,"80,443,554,8080",4,0,0,1,0,1,medium,69,4,Default Credentials | Outdated Firmware | No Encryption | SQL Injection,9.8,8.98,6.0,24,190.0,Critical,3
CCTV-00967,IP Camera,Hanwha,PNF-9010R,V20.7.38,2020,6,53.128.138.38,0,no-auth,strong,1,0,"80,443,554,4520",4,0,0,1,0,0,medium,35,2,Outdated Firmware | Exposed RTSP Stream,9.8,9.2,5.0,10,122.0,Critical,3
CCTV-00968,IP Camera,Uniview,IPC2124SR3-PF40,V21.1.45,2021,5,130.146.223.118,0,basic,weak,1,1,"80,443,554",3,0,0,1,1,1,medium,112,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,94.0,Critical,3
CCTV-00969,NVR,CP Plus,CP-PLUS-16CH-DVR,V17.1.84,2017,9,50.125.112.44,1,no-auth,weak,1,0,"80,554,9000",3,1,1,0,0,0,medium,101,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.7,6.0,30,234.0,Critical,3
CCTV-00970,IP Camera,Axis,M3045-V,V20.5.92,2020,6,184.44.190.24,0,basic,weak,1,1,"80,443,554",3,1,1,1,0,1,medium,54,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,115.0,Critical,3
CCTV-00971,IP Camera,Hanwha,QNV-7080R,V23.1.59,2023,3,46.112.242.31,0,strong,weak,0,1,"443,554,4520",3,0,0,1,0,0,low,39,1,Weak Encryption,6.5,6.5,9.0,9,61.5,High,2
CCTV-00972,IP Camera,Axis,P3719-PLE,V18.9.3,2018,8,124.165.132.19,0,no-auth,weak,0,1,"80,443",2,1,0,1,1,0,none,114,3,Outdated Firmware | Weak Encryption | SQL Injection,9.8,8.37,7.33,22,151.0,Critical,3
CCTV-00973,IP Camera,Uniview,IPC672LR-AF60-B,V17.5.40,2017,9,192.199.85.104,1,no-auth,none,0,1,"80,443,554,8000",4,1,0,1,1,1,medium,14,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,189.0,Critical,3
CCTV-00974,IP Camera,Hanwha,QNV-7080R,V16.4.70,2016,10,149.51.79.238,0,basic,none,0,1,"443,4520",2,1,1,1,1,1,medium,7,3,Outdated Firmware | No Encryption | Path Traversal,9.8,8.37,6.0,18,157.0,Critical,3
CCTV-00975,IP Camera,Vivotek,IZ9361-EH,V18.6.83,2018,8,160.67.112.124,0,strong,none,0,1,"80,8080",2,0,0,1,1,0,high,9,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,138.0,Critical,3
CCTV-00976,IP Camera,Hanwha,PNM-9084RQZ,V19.2.49,2019,7,142.115.97.87,0,no-auth,weak,0,1,"80,443,554,4520",4,0,0,1,1,1,low,83,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,120.0,Critical,3
CCTV-00977,IP Camera,CP Plus,CP-USC-TA13L2,V15.7.56,2015,11,168.113.140.182,1,basic,weak,0,1,"80,554,9000",3,1,1,0,1,0,low,8,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,190.0,Critical,3
CCTV-00978,IP Camera,Hanwha,QND-7082R,V16.4.47,2016,10,60.205.227.30,0,no-auth,strong,1,0,"443,554",2,0,0,1,0,0,high,58,2,Outdated Firmware | Exposed RTSP Stream,9.8,9.2,5.0,10,134.0,Critical,3
CCTV-00979,IP Camera,CP Plus,CP-E24A,V21.8.77,2021,5,115.242.150.7,1,strong,weak,0,1,"80,443,554,8080,9000",5,1,0,1,0,0,low,91,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,147.0,Critical,3
CCTV-00980,IP Camera,Hanwha,XNV-8082R,V21.6.92,2021,5,103.231.82.154,0,no-auth,none,1,0,"443,554",2,0,0,1,1,0,low,30,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,149.0,Critical,3
CCTV-00981,IP Camera,Uniview,IPC672LR-AX4DUPK,V19.3.13,2019,7,68.116.89.77,1,no-auth,none,1,0,"554,8000",2,0,0,1,1,1,medium,77,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,190.0,Critical,3
CCTV-00982,IP Camera,Hikvision,DS-7616NI-Q2,V22.5.8,2022,4,101.145.42.236,1,basic,strong,1,1,"80,443,554,8000,8080",5,1,1,1,1,1,low,31,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,134.0,Critical,3
CCTV-00983,IP Camera,Uniview,IPC672LR-AF60-B,V16.9.14,2016,10,86.140.245.99,1,basic,weak,0,1,"80,8000",2,1,0,1,1,0,high,73,4,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.8,8.25,33,177.0,Critical,3
CCTV-00984,IP Camera,Uniview,IPC2124SR3-PF40,V20.4.71,2020,6,172.178.15.148,1,basic,weak,1,1,"554,8000",2,1,0,1,0,0,medium,7,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,150.0,Critical,3
CCTV-00985,IP Camera,Uniview,IPC2328SBR3-DPZ,V20.2.14,2020,6,18.68.65.35,0,strong,strong,1,1,"80,443,554,8000",4,0,0,1,1,0,low,61,1,Outdated Firmware,9.8,9.8,7.0,7,87.0,Critical,3
CCTV-00986,NVR,Uniview,NVR304-32E-B,V16.9.69,2016,10,80.150.13.158,1,no-auth,weak,1,0,"443,554,8000",3,1,0,1,0,1,low,18,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.7,6.0,30,207.0,Critical,3
CCTV-00987,NVR,Dahua,NVR4104HS,V16.5.8,2016,10,107.171.182.150,1,no-auth,none,1,0,"80,554,8000,37777",4,1,0,1,1,0,medium,17,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,227.0,Critical,3
CCTV-00988,IP Camera,Hanwha,PNM-9084RQZ,V19.7.87,2019,7,83.130.204.124,0,no-auth,weak,1,0,"80,443,554,4520",4,1,1,0,1,0,medium,53,3,Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.3,6.33,19,173.0,Critical,3
CCTV-00989,IP Camera,Dahua,IPC-HDW1431S,V18.8.29,2018,8,33.58.133.179,1,basic,none,0,1,"443,554",2,1,0,1,0,0,low,123,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,186.0,Critical,3
CCTV-00990,IP Camera,Hanwha,XND-6085V,V18.7.75,2018,8,138.26.30.26,0,basic,strong,0,1,"80,443,554",3,1,0,1,1,0,none,131,1,Outdated Firmware,9.8,9.8,7.0,7,101.0,Critical,3
CCTV-00991,IP Camera,Uniview,IPC672LR-AF60-B,V24.1.39,2024,2,126.49.23.158,1,strong,strong,1,1,"443,554",2,0,0,1,1,1,medium,124,2,Default Credentials | Command Injection,9.9,9.85,4.5,9,110.5,Critical,3
CCTV-00992,IP Camera,Uniview,IPC2328SBR3-DPZ,V19.5.54,2019,7,113.17.27.48,1,basic,weak,1,1,"80,443,554,8000",4,1,0,1,0,1,medium,45,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,163.0,Critical,3
CCTV-00993,IP Camera,Dahua,IPC-HFW1230S,V16.8.55,2016,10,91.72.9.25,0,no-auth,none,1,0,"554,37777",2,1,0,1,0,1,low,6,5,Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection | Path Traversal,9.8,8.5,5.4,27,197.0,Critical,3
CCTV-00994,IP Camera,Hanwha,PNF-9010R,V17.3.26,2017,9,167.23.38.30,0,no-auth,strong,0,1,"80,443,4520",3,1,0,1,0,1,low,12,3,Outdated Firmware | Buffer Overflow | SQL Injection,9.8,9.23,8.33,25,149.0,Critical,3
CCTV-00995,IP Camera,Hanwha,XNV-8082R,V16.4.26,2016,10,65.155.95.129,1,basic,weak,1,1,"80,4520",2,0,1,0,1,0,medium,105,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,179.0,Critical,3
CCTV-00996,IP Camera,Axis,P1455-LE,V21.4.78,2021,5,181.242.124.71,0,basic,strong,1,1,"80,443,554",3,1,0,1,1,0,low,63,1,Outdated Firmware,9.8,9.8,7.0,7,92.0,Critical,3
CCTV-00997,IP Camera,Uniview,IPC532E-DL-IN,V16.7.29,2016,10,116.213.153.27,1,no-auth,strong,0,1,"443,554,8000",3,1,0,1,1,0,low,40,4,Default Credentials | Outdated Firmware | Buffer Overflow | Path Traversal,9.8,9.12,7.25,29,197.0,Critical,3
CCTV-00998,IP Camera,CP Plus,CP-USC-TA13L2,V21.5.28,2021,5,157.173.127.40,1,no-auth,weak,1,0,"80,443,554,8080,9000",5,0,0,1,0,0,none,104,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.68,6.0,24,174.0,Critical,3
CCTV-00999,IP Camera,CP Plus,CP-EAC-T24PL2,V22.6.63,2022,4,94.219.126.172,0,strong,strong,1,1,"80,443,8080",3,0,1,0,0,1,low,73,1,Outdated Firmware,9.8,9.8,7.0,7,101.0,Critical,3
CCTV-01000,IP Camera,Vivotek,IB9389-EHT,V17.1.50,2017,9,187.236.45.8,0,basic,none,1,1,"80,443",2,1,0,1,0,0,low,25,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,134.0,Critical,3
CCTV-01001,IP Camera,Dahua,IPC-HFW1230S,V18.3.60,2018,8,156.106.60.34,1,strong,none,0,1,"80,554",2,1,0,1,1,0,medium,4,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,186.0,Critical,3
CCTV-01002,IP Camera,Hikvision,DS-2CD1623G,V17.3.75,2017,9,86.5.110.102,1,no-auth,weak,1,0,"443,554,8000,8080",4,1,1,1,1,0,medium,35,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.68,6.0,24,204.0,Critical,3
CCTV-01003,IP Camera,Hanwha,QND-7082R,V18.1.85,2018,8,109.55.86.90,1,no-auth,none,1,0,"80,443,4520",3,1,0,1,0,0,low,57,7,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection | Path Traversal,9.8,8.77,6.29,44,251.0,Critical,3
CCTV-01004,IP Camera,Hanwha,XNP-6320H,V15.3.72,2015,11,35.144.23.212,0,no-auth,strong,0,1,"80,443",2,1,0,1,1,0,medium,123,2,Outdated Firmware | Buffer Overflow,9.8,9.45,9.5,19,145.0,Critical,3
CCTV-01005,IP Camera,Vivotek,IZ9361-EH,V21.4.11,2021,5,179.42.12.13,0,no-auth,none,1,0,"80,8080",2,0,0,1,0,1,medium,72,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,144.0,Critical,3
CCTV-01006,IP Camera,Hanwha,QND-7082R,V19.2.4,2019,7,61.132.168.78,1,no-auth,none,0,1,"554,4520",2,0,0,1,0,1,low,10,4,Default Credentials | Outdated Firmware | No Encryption | SQL Injection,9.8,8.98,6.0,24,190.0,Critical,3
